Unnamed: 0,id,keywords
232,397,"[{'id': 90, 'name': 'paris'}, {'id': 822, 'name': 'airport'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 2519, 'name': 'canadian'}, {'id': 2599, 'name': 'necklace'}, {'id': 4544, 'name': 'fear of flying'}, {'id': 5011, 'name': 'deal'}, {'id': 5334, 'name': 'vineyard'}, {'id': 6212, 'name': 'smuggling'}]"
233,10525,"[{'id': 90, 'name': 'paris'}, {'id': 5720, 'name': 'dallas'}, {'id': 6496, 'name': 'basketball'}, {'id': 6711, 'name': 'crisis'}, {'id': 13072, 'name': 'falling in love'}, {'id': 177216, 'name': 'referee'}]"
234,27985,"[{'id': 3593, 'name': 'wilderness'}, {'id': 158416, 'name': 'boy and dog'}]"
235,15789,"[{'id': 494, 'name': 'father son relationship'}, {'id': 2032, 'name': 'pop singer'}, {'id': 4344, 'name': 'musical'}, {'id': 6562, 'name': 'celebrity'}, {'id': 7312, 'name': 'road trip'}, {'id': 14809, 'name': 'dead mother'}, {'id': 157303, 'name': 'first love'}, {'id': 166475, 'name': 'goofy'}]"
236,27303,"[{'id': 9937, 'name': 'suspense'}]"
237,21183,"[{'id': 494, 'name': 'father son relationship'}, {'id': 818, 'name': 'based on novel'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 11478, 'name': 'talking dog'}, {'id': 13063, 'name': 'car accident'}, {'id': 15162, 'name': 'dog'}, {'id': 187844, 'name': 'flashback'}, {'id': 238687, 'name': 'dog movie'}]"
238,10954,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 2199, 'name': 'opera'}, {'id': 4001, 'name': 'eunuch'}, {'id': 5565, 'name': 'biography'}, {'id': 6384, 'name': 'dresden'}, {'id': 164920, 'name': 'opera singer'}]"
239,47867,"[{'id': 727, 'name': 'country music'}]"
240,43475,[]
241,72031,[]
242,14275,"[{'id': 520, 'name': 'chicago'}, {'id': 1483, 'name': 'sports team'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2398, 'name': 'narration'}, {'id': 3616, 'name': 'college'}, {'id': 6075, 'name': 'sport'}, {'id': 6496, 'name': 'basketball'}, {'id': 8635, 'name': 'high school sports'}, {'id': 10183, 'name': 'independent film'}, {'id': 33905, 'name': 'inner city'}, {'id': 33910, 'name': 'high school student'}]"
243,1024,"[{'id': 456, 'name': 'mother'}, {'id': 572, 'name': 'sex'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 2132, 'name': 'literature'}, {'id': 2483, 'name': 'nudity'}, {'id': 2486, 'name': 'fantasy'}, {'id': 2983, 'name': 'passion'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 10984, 'name': 'true'}, {'id': 14534, 'name': 'relationship'}]"
244,17207,[]
245,13701,"[{'id': 1643, 'name': 'deafness'}, {'id': 164181, 'name': 'sister-in-law'}, {'id': 164186, 'name': 'character study'}, {'id': 164193, 'name': 'uncle nephew relationship'}, {'id': 164199, 'name': 'für elise'}]"
246,14819,"[{'id': 2064, 'name': 'overweight'}, {'id': 5767, 'name': 'summer camp'}]"
247,32631,[]
248,11777,"[{'id': 1334, 'name': 'wedding vows'}, {'id': 2303, 'name': 'mathematician'}, {'id': 3296, 'name': 'car mechanic'}, {'id': 4803, 'name': 'comet'}, {'id': 8689, 'name': 'albert einstein'}, {'id': 155585, 'name': ""halley's comet""}]"
249,628,"[{'id': 90, 'name': 'paris'}, {'id': 582, 'name': 'san francisco'}, {'id': 3133, 'name': 'vampire'}, {'id': 3136, 'name': 'plantation'}, {'id': 3143, 'name': 'pity'}, {'id': 4197, 'name': 'bite'}, {'id': 231407, 'name': 'fang vamp'}]"
250,87729,"[{'id': 254, 'name': 'france'}, {'id': 2020, 'name': 'revolution'}, {'id': 5565, 'name': 'biography'}, {'id': 8570, 'name': 'president'}, {'id': 9682, 'name': 'history'}]"
251,18713,"[{'id': 242, 'name': 'new york'}, {'id': 2601, 'name': 'telephone joke'}, {'id': 13142, 'name': 'gangster'}]"
252,6280,"[{'id': 1009, 'name': 'baby'}, {'id': 1279, 'name': 'medicine'}, {'id': 6007, 'name': 'media'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 14760, 'name': 'scientist'}, {'id': 156810, 'name': 'science'}, {'id': 221297, 'name': 'male pregnancy'}, {'id': 228611, 'name': 'fertility'}, {'id': 228637, 'name': 'gynaecology'}, {'id': 228638, 'name': 'ceasarean birth'}]"
253,9061,"[{'id': 570, 'name': 'rape'}, {'id': 577, 'name': 'black people'}, {'id': 1196, 'name': 'florida'}, {'id': 1992, 'name': 'professor'}, {'id': 2463, 'name': 'harvard university'}, {'id': 6139, 'name': 'innocence'}, {'id': 9748, 'name': 'revenge'}, {'id': 9937, 'name': 'suspense'}]"
254,37108,"[{'id': 4379, 'name': 'time travel'}, {'id': 161155, 'name': 'kids'}, {'id': 189151, 'name': 'medieval times'}]"
255,6071,"[{'id': 160488, 'name': 'hoodlum'}]"
256,11,"[{'id': 803, 'name': 'android'}, {'id': 4270, 'name': 'galaxy'}, {'id': 4271, 'name': 'hermit'}, {'id': 10013, 'name': 'death star'}, {'id': 10016, 'name': 'lightsaber'}, {'id': 10527, 'name': 'jedi'}, {'id': 11107, 'name': 'rescue mission'}, {'id': 11195, 'name': 'empire'}, {'id': 11196, 'name': 'rebellion'}, {'id': 13194, 'name': 'planet'}, {'id': 155336, 'name': 'smuggler'}, {'id': 160134, 'name': 'the force'}, {'id': 161176, 'name': 'space opera'}, {'id': 163295, 'name': 'galactic war'}, {'id': 178710, 'name': 'stormtrooper'}, {'id': 178712, 'name': 'totalitarianism'}]"
257,9587,"[{'id': 894, 'name': 'depression'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 10721, 'name': 'pregnant'}, {'id': 33513, 'name': 'desire'}, {'id': 174566, 'name': 'chalkboard'}, {'id': 174570, 'name': '\xa0nightgown'}, {'id': 174571, 'name': 'louisa may alcott'}, {'id': 174584, 'name': 'birth of twins'}, {'id': 187056, 'name': 'woman director'}]"
258,19101,"[{'id': 818, 'name': 'based on novel'}, {'id': 964, 'name': 'servant'}, {'id': 3551, 'name': 'private school'}, {'id': 5248, 'name': 'female friendship'}, {'id': 6271, 'name': 'boarding school'}, {'id': 6731, 'name': 'british'}, {'id': 10873, 'name': 'school'}, {'id': 12663, 'name': 'little girl'}, {'id': 13014, 'name': 'orphan'}, {'id': 14636, 'name': 'india'}, {'id': 14864, 'name': 'rich poor'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 41172, 'name': 'schoolgirl'}, {'id': 155402, 'name': 'presumed dead'}, {'id': 155619, 'name': 'attic'}, {'id': 170344, 'name': 'imagination'}, {'id': 186797, 'name': 'african american servant'}, {'id': 196727, 'name': 'fantasy life'}]"
259,49980,"[{'id': 9673, 'name': 'love'}, {'id': 10103, 'name': 'children'}, {'id': 18035, 'name': 'family'}, {'id': 170154, 'name': 'social services'}]"
260,17961,[]
261,18183,"[{'id': 715, 'name': 'chocolate'}, {'id': 931, 'name': 'jealousy'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1918, 'name': 'cooking'}, {'id': 2940, 'name': 'mexican revolution'}, {'id': 6038, 'name': 'marriage'}, {'id': 13027, 'name': 'wedding'}, {'id': 14768, 'name': 'single mother'}, {'id': 41607, 'name': 'recipe'}, {'id': 156597, 'name': 'magic realism'}, {'id': 209987, 'name': 'new mexican cinema'}, {'id': 213202, 'name': 'new latin american cinema'}]"
262,4476,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 680, 'name': 'montana'}, {'id': 818, 'name': 'based on novel'}, {'id': 2504, 'name': 'world war i'}, {'id': 5973, 'name': 'journey round the world'}]"
263,11008,"[{'id': 2112, 'name': 'headquarter'}, {'id': 4409, 'name': 'military base'}, {'id': 5947, 'name': 'military service'}, {'id': 6417, 'name': 'base'}, {'id': 9052, 'name': 'major'}, {'id': 11138, 'name': 'military spoof'}, {'id': 162257, 'name': 'instructor'}]"
264,47504,"[{'id': 8045, 'name': 'russian mafia'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 232235, 'name': 'brothers'}]"
265,32325,"[{'id': 10211, 'name': 'east los angeles'}, {'id': 10726, 'name': 'gang'}, {'id': 12670, 'name': 'los angeles'}, {'id': 12987, 'name': 'poverty'}, {'id': 33426, 'name': 'gang member'}, {'id': 41334, 'name': 'hispanic'}, {'id': 164253, 'name': 'mexican american'}, {'id': 180085, 'name': 'girl gang'}, {'id': 187056, 'name': 'woman director'}, {'id': 206318, 'name': 'cholo'}, {'id': 230668, 'name': 'chola'}]"
266,43742,"[{'id': 2799, 'name': 'cruise'}, {'id': 158558, 'name': 'disabled'}, {'id': 189008, 'name': 'empire state building'}, {'id': 207819, 'name': 'accident'}, {'id': 208280, 'name': 'accident victim'}]"
267,28313,"[{'id': 456, 'name': 'mother'}, {'id': 516, 'name': 'child abuse'}, {'id': 641, 'name': 'single parent'}, {'id': 818, 'name': 'based on novel'}, {'id': 919, 'name': 'smoking'}, {'id': 1009, 'name': 'baby'}, {'id': 1751, 'name': 'social work'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 2393, 'name': 'adoption'}, {'id': 2434, 'name': 'liberation'}, {'id': 2438, 'name': 'social worker'}, {'id': 2488, 'name': 'self-abandonment'}, {'id': 3012, 'name': 'court case'}, {'id': 4056, 'name': 'custody battle'}, {'id': 5153, 'name': 'son'}, {'id': 6230, 'name': 'looking for  birth parents'}, {'id': 7638, 'name': 'surrogate mother'}, {'id': 7856, 'name': 'racist'}, {'id': 10131, 'name': 'interracial relationship'}, {'id': 34094, 'name': 'extramarital affair'}]"
268,11318,"[{'id': 2011, 'name': 'queen'}, {'id': 4152, 'name': 'kingdom'}, {'id': 5565, 'name': 'biography'}, {'id': 8250, 'name': 'victorian england'}, {'id': 18130, 'name': 'psychopathy'}]"
269,3036,"[{'id': 4005, 'name': 'human experimentation'}, {'id': 6737, 'name': 'frankenstein'}, {'id': 9714, 'name': 'remake'}]"
270,40490,[]
271,24070,"[{'id': 65, 'name': 'holiday'}, {'id': 171770, 'name': 'rollerblades'}, {'id': 172789, 'name': 'cross dresser'}, {'id': 187056, 'name': 'woman director'}, {'id': 192598, 'name': 'suicide hotline'}, {'id': 207317, 'name': 'christmas'}]"
272,8986,"[{'id': 549, 'name': 'prostitute'}, {'id': 2005, 'name': 'tree house'}, {'id': 4750, 'name': 'red-light disctrict'}, {'id': 6517, 'name': 'young people'}, {'id': 6593, 'name': 'stripper'}, {'id': 6664, 'name': 'make a match'}, {'id': 166462, 'name': 'mob boss'}]"
273,10510,"[{'id': 65, 'name': 'holiday'}, {'id': 271, 'name': 'competition'}, {'id': 1605, 'name': 'new love'}, {'id': 1991, 'name': 'santa claus'}, {'id': 2081, 'name': 'department store'}, {'id': 2618, 'name': 'miracle'}, {'id': 4896, 'name': 'wish'}, {'id': 207317, 'name': 'christmas'}]"
274,17402,[]
275,38722,"[{'id': 2356, 'name': 'immigrant'}, {'id': 6038, 'name': 'marriage'}, {'id': 10183, 'name': 'independent film'}, {'id': 10235, 'name': 'family relationships'}, {'id': 12670, 'name': 'los angeles'}, {'id': 18035, 'name': 'family'}, {'id': 208397, 'name': 'death of wife'}]"
276,8438,"[{'id': 378, 'name': 'prison'}, {'id': 1563, 'name': 'prisoner'}, {'id': 2501, 'name': 'death row'}, {'id': 3859, 'name': 'alcatraz'}, {'id': 10909, 'name': 'lawyer'}, {'id': 33519, 'name': 'courtroom'}, {'id': 207240, 'name': 'murder trial'}, {'id': 207883, 'name': '1940s'}, {'id': 211082, 'name': 'mistreatment'}, {'id': 215596, 'name': 'public defender'}, {'id': 223044, 'name': 'prisoner abuse'}]"
277,11593,"[{'id': 2294, 'name': 'illegal employment'}, {'id': 4948, 'name': 'retirement'}, {'id': 8029, 'name': 'drama'}]"
278,1945,"[{'id': 936, 'name': 'loss of mother'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1608, 'name': 'twin sister'}, {'id': 1646, 'name': 'autism'}, {'id': 1889, 'name': 'lake'}, {'id': 2171, 'name': 'kaspar-hauser-syndrom'}, {'id': 5650, 'name': 'feral child'}, {'id': 5774, 'name': 'forest'}, {'id': 5922, 'name': 'north carolina'}, {'id': 11268, 'name': 'psychologist'}, {'id': 18035, 'name': 'family'}]"
279,39310,"[{'id': 586, 'name': 'new jersey'}, {'id': 6149, 'name': 'police'}, {'id': 14707, 'name': 'brutality'}, {'id': 156316, 'name': 'troubled teen'}, {'id': 201820, 'name': 'hiphop'}, {'id': 208384, 'name': 'black youths'}]"
280,109560,[]
281,56428,"[{'id': 236, 'name': 'suicide'}, {'id': 703, 'name': 'detective'}, {'id': 1706, 'name': 'experiment'}, {'id': 3298, 'name': 'hallucination'}, {'id': 14760, 'name': 'scientist'}, {'id': 14964, 'name': 'drug'}, {'id': 15127, 'name': 'killer'}]"
282,63105,"[{'id': 679, 'name': 'cyborg'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 9663, 'name': 'sequel'}]"
283,131957,[]
284,241,"[{'id': 625, 'name': 'sadistic'}, {'id': 736, 'name': 'journalist'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1584, 'name': 'yellow press'}, {'id': 2754, 'name': 'trauma'}, {'id': 5600, 'name': 'daughter'}, {'id': 8201, 'name': 'satire'}, {'id': 9701, 'name': 'controversy'}, {'id': 9859, 'name': 'controversial'}, {'id': 14819, 'name': 'violence'}, {'id': 206545, 'name': 'young couple'}, {'id': 207691, 'name': 'abuse'}]"
285,9058,"[{'id': 110, 'name': 'venice'}, {'id': 131, 'name': 'italy'}, {'id': 663, 'name': 'fortune teller'}, {'id': 815, 'name': 'soulmates'}, {'id': 1332, 'name': 'cheating'}, {'id': 1820, 'name': 'trip'}]"
286,527,"[{'id': 30, 'name': 'individual'}, {'id': 100, 'name': 'slum'}, {'id': 236, 'name': 'suicide'}, {'id': 331, 'name': 'tattoo'}, {'id': 567, 'name': 'alcohol'}, {'id': 570, 'name': 'rape'}, {'id': 941, 'name': 'tradition'}, {'id': 1452, 'name': 'loss of child'}, {'id': 1551, 'name': 'indigenous'}, {'id': 2300, 'name': 'despair'}, {'id': 2320, 'name': 'violent husband'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2658, 'name': 'new zealand'}, {'id': 2659, 'name': 'maori'}, {'id': 2660, 'name': 'strong woman'}, {'id': 2663, 'name': 'lack of prospects'}, {'id': 2667, 'name': 'maori tradition'}, {'id': 3739, 'name': 'funeral'}, {'id': 6267, 'name': 'approved school '}, {'id': 9986, 'name': 'crush'}, {'id': 10183, 'name': 'independent film'}, {'id': 10508, 'name': 'teacher'}, {'id': 10766, 'name': 'youth gang'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 14819, 'name': 'violence'}, {'id': 15158, 'name': 'rebellious youth'}, {'id': 15237, 'name': 'alcohol abuse'}, {'id': 33841, 'name': 'incest'}, {'id': 156052, 'name': 'unemployment'}]"
287,18220,"[{'id': 572, 'name': 'sex'}, {'id': 1523, 'name': 'obsession'}, {'id': 2913, 'name': 'diary'}, {'id': 9826, 'name': 'murder'}, {'id': 12105, 'name': 'student'}, {'id': 14794, 'name': 'lust'}, {'id': 14893, 'name': 'art'}, {'id': 187056, 'name': 'woman director'}, {'id': 190370, 'name': 'erotic movie'}]"
288,6950,"[{'id': 1261, 'name': 'river'}, {'id': 1402, 'name': 'general'}, {'id': 3664, 'name': 'research'}, {'id': 6092, 'name': 'army'}, {'id': 8803, 'name': 'serum'}, {'id': 15149, 'name': 'monkey'}, {'id': 17995, 'name': 'epidemic'}, {'id': 158025, 'name': 'medical research'}]"
289,101,"[{'id': 242, 'name': 'new york'}, {'id': 417, 'name': 'corruption'}, {'id': 782, 'name': 'assassin'}, {'id': 796, 'name': 'police brutality'}, {'id': 1465, 'name': 'loss of family'}, {'id': 1470, 'name': 's.w.a.t.'}, {'id': 2356, 'name': 'immigrant'}, {'id': 2708, 'name': 'hitman'}, {'id': 4613, 'name': 'training'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10703, 'name': 'tragic love'}, {'id': 34117, 'name': 'cult film'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 233083, 'name': 'complex relationship'}, {'id': 233084, 'name': 'complex characters'}]"
290,63020,"[{'id': 1900, 'name': 'immigration'}, {'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}, {'id': 207901, 'name': 'political prisoner'}, {'id': 208396, 'name': 'cuban refugees'}]"
291,2307,"[{'id': 931, 'name': 'jealousy'}, {'id': 4395, 'name': 'burning house'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 15233, 'name': 'arsonist'}]"
292,680,"[{'id': 396, 'name': 'transporter'}, {'id': 1411, 'name': 'brothel'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2792, 'name': 'boxer'}, {'id': 4076, 'name': 'massage'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9730, 'name': 'crime boss'}, {'id': 10104, 'name': 'dance contest'}, {'id': 11242, 'name': 'junkyard'}, {'id': 11423, 'name': 'kamikaze'}, {'id': 11434, 'name': 'ambiguous ending'}, {'id': 11435, 'name': 'briefcase'}, {'id': 11436, 'name': 'redemption'}, {'id': 11442, 'name': 'heirloom'}, {'id': 11446, 'name': 'pulp fiction'}, {'id': 11447, 'name': 'reference to al green'}, {'id': 14604, 'name': 'theft'}, {'id': 14707, 'name': 'brutality'}]"
293,41478,"[{'id': 7533, 'name': 'black panther'}]"
294,25296,[]
295,40156,"[{'id': 237, 'name': 'gay'}, {'id': 1328, 'name': 'secret'}, {'id': 6150, 'name': 'faith'}, {'id': 10183, 'name': 'independent film'}, {'id': 11937, 'name': 'conservative'}, {'id': 14659, 'name': 'girl'}, {'id': 14765, 'name': 'church'}, {'id': 158431, 'name': 'united kingdom'}, {'id': 172391, 'name': 'catholic priest'}, {'id': 179567, 'name': 'crisis of faith'}, {'id': 187056, 'name': 'woman director'}, {'id': 207691, 'name': 'abuse'}]"
296,11450,"[{'id': 2136, 'name': 'television'}, {'id': 2571, 'name': 'tv show'}, {'id': 2887, 'name': 'manipulation'}, {'id': 2954, 'name': 'manipulation of the media'}, {'id': 3977, 'name': 'product placement'}, {'id': 5340, 'name': 'investigation'}, {'id': 7271, 'name': 'tv ratings'}, {'id': 8072, 'name': 'quiz show'}, {'id': 9303, 'name': 'fragen'}, {'id': 10909, 'name': 'lawyer'}]"
297,30304,"[{'id': 1668, 'name': 'hawaii'}, {'id': 2692, 'name': 'arranged marriage'}, {'id': 10428, 'name': 'cultural difference'}, {'id': 13014, 'name': 'orphan'}, {'id': 14669, 'name': 'older man younger woman relationship'}, {'id': 159362, 'name': 'black and white scene'}, {'id': 230009, 'name': 'asian american'}]"
298,10452,"[{'id': 3686, 'name': 'marriage of convenience'}, {'id': 8846, 'name': 'konfession'}, {'id': 9920, 'name': 'royalty'}, {'id': 10089, 'name': 'slaughter'}]"
299,12106,"[{'id': 75, 'name': 'gunslinger'}, {'id': 9748, 'name': 'revenge'}, {'id': 9930, 'name': 'prairie'}, {'id': 10950, 'name': 'shootout'}, {'id': 13132, 'name': 'pistol'}]"
300,161495,"[{'id': 1158, 'name': 'grandfather grandson relationship'}, {'id': 1253, 'name': 'roommate'}, {'id': 1421, 'name': 'birthday'}, {'id': 3739, 'name': 'funeral'}, {'id': 4459, 'name': 'vegetarian'}, {'id': 13014, 'name': 'orphan'}, {'id': 190012, 'name': 'deathbed'}]"
301,3586,"[{'id': 90, 'name': 'paris'}, {'id': 922, 'name': 'hotel room'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 2863, 'name': 'mannequin'}, {'id': 6805, 'name': 'fashion photographer'}, {'id': 6878, 'name': 'sandwich'}, {'id': 6879, 'name': 'poodle'}, {'id': 12193, 'name': 'reporter'}, {'id': 15479, 'name': 'fashion'}]"
302,110,"[{'id': 934, 'name': 'judge'}, {'id': 1533, 'name': 'isolation'}, {'id': 2863, 'name': 'mannequin'}, {'id': 4918, 'name': 'shadowing'}, {'id': 5259, 'name': 'english channel'}, {'id': 5260, 'name': 'geneva'}, {'id': 9935, 'name': 'travel'}, {'id': 15162, 'name': 'dog'}]"
303,108,"[{'id': 90, 'name': 'paris'}, {'id': 1233, 'name': 'composer'}, {'id': 4424, 'name': 'pain'}, {'id': 4549, 'name': 'loss of husband'}, {'id': 5257, 'name': 'to compose'}]"
304,109,"[{'id': 928, 'name': 'hairdresser'}, {'id': 2039, 'name': 'sexual frustration'}, {'id': 3739, 'name': 'funeral'}, {'id': 4480, 'name': 'business man'}, {'id': 21747, 'name': 'poland'}]"
305,159185,[]
306,36357,[]
307,92769,"[{'id': 2726, 'name': 'therapist'}, {'id': 3301, 'name': 'suspicion'}, {'id': 11260, 'name': 'serial murder'}, {'id': 208728, 'name': 'special education'}]"
308,28033,[]
309,22586,"[{'id': 7376, 'name': 'princess'}, {'id': 10407, 'name': 'swan'}]"
310,14334,"[{'id': 10235, 'name': 'family relationships'}, {'id': 14985, 'name': 'ireland'}, {'id': 158063, 'name': 'seal'}, {'id': 186830, 'name': 'selkie'}]"
311,2636,"[{'id': 1653, 'name': 'explosive'}, {'id': 9748, 'name': 'revenge'}, {'id': 159358, 'name': 'explosives expert'}]"
312,2164,"[{'id': 3801, 'name': 'space travel'}, {'id': 3822, 'name': 'teleportation'}, {'id': 8862, 'name': 'uprising'}, {'id': 11325, 'name': 'shot to death'}, {'id': 11402, 'name': 'androgyny'}, {'id': 11606, 'name': 'space western'}, {'id': 12405, 'name': 'outer space'}, {'id': 41414, 'name': 'timebomb'}, {'id': 159138, 'name': 'death of son'}, {'id': 160381, 'name': 'nuclear weapons'}, {'id': 163250, 'name': 'invented language'}, {'id': 163331, 'name': 'hieroglyph'}, {'id': 163338, 'name': 'egyptian mythology'}, {'id': 163347, 'name': 'egyptology'}]"
313,11395,"[{'id': 65, 'name': 'holiday'}, {'id': 1441, 'name': 'christmas party'}, {'id': 1991, 'name': 'santa claus'}, {'id': 5011, 'name': 'deal'}, {'id': 5570, 'name': 'christmas tree'}, {'id': 207317, 'name': 'christmas'}]"
314,278,"[{'id': 378, 'name': 'prison'}, {'id': 417, 'name': 'corruption'}, {'id': 796, 'name': 'police brutality'}, {'id': 2885, 'name': 'prison cell'}, {'id': 4779, 'name': 'delinquent'}, {'id': 8622, 'name': 'parole board'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 12662, 'name': 'wrongful imprisonment'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 207883, 'name': '1940s'}]"
315,9905,"[{'id': 1253, 'name': 'roommate'}, {'id': 1448, 'name': 'distrust'}, {'id': 2635, 'name': 'overdose'}, {'id': 2968, 'name': 'grave'}, {'id': 9937, 'name': 'suspense'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 155704, 'name': 'shallow grave'}]"
316,87078,"[{'id': 1453, 'name': 'amnesia'}, {'id': 10085, 'name': 'betrayal'}, {'id': 12999, 'name': 'black and white'}, {'id': 15016, 'name': 'twins'}, {'id': 156097, 'name': 'evil twin'}, {'id': 222156, 'name': 'film theory'}, {'id': 227646, 'name': 'identity swapping'}]"
317,12527,"[{'id': 237, 'name': 'gay'}, {'id': 701, 'name': 'cuba'}, {'id': 2679, 'name': 'artist'}, {'id': 3230, 'name': 'male friendship'}, {'id': 9395, 'name': 'havanna'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 11479, 'name': 'social commentary'}, {'id': 12105, 'name': 'student'}]"
318,20306,"[{'id': 10183, 'name': 'independent film'}]"
319,36614,"[{'id': 237, 'name': 'gay'}, {'id': 494, 'name': 'father son relationship'}, {'id': 5656, 'name': 'sydney'}, {'id': 5657, 'name': 'australia'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 10183, 'name': 'independent film'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 12342, 'name': 'gay son'}]"
320,27993,[]
321,31439,"[{'id': 395, 'name': 'gambling'}, {'id': 478, 'name': 'china'}, {'id': 516, 'name': 'child abuse'}, {'id': 2109, 'name': 'communist'}, {'id': 6917, 'name': 'epic'}]"
322,9067,"[{'id': 2535, 'name': 'destroy'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 18034, 'name': 'desert'}, {'id': 160129, 'name': 'artial arts'}, {'id': 187056, 'name': 'woman director'}]"
323,9059,"[{'id': 549, 'name': 'prostitute'}, {'id': 2849, 'name': 'key'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 4238, 'name': 'chosen one'}, {'id': 9649, 'name': 'god'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 11221, 'name': 'blood'}, {'id': 15001, 'name': 'demon'}, {'id': 175360, 'name': 'crypt keeper'}]"
324,193,"[{'id': 10988, 'name': 'based on tv series'}, {'id': 34079, 'name': 'death'}, {'id': 162410, 'name': 'exploding planet'}, {'id': 162415, 'name': 'mountain cabin'}, {'id': 162429, 'name': 'solar system'}]"
325,25066,"[{'id': 378, 'name': 'prison'}, {'id': 516, 'name': 'child abuse'}, {'id': 529, 'name': 'ku klux klan'}, {'id': 796, 'name': 'police brutality'}, {'id': 2394, 'name': 'ghetto'}, {'id': 9706, 'name': 'anthology'}, {'id': 9707, 'name': 'evil doll'}, {'id': 9826, 'name': 'murder'}, {'id': 10700, 'name': 'hood'}, {'id': 11719, 'name': 'dirty cop'}, {'id': 160322, 'name': 'funeral home'}]"
326,46797,[]
327,12122,"[{'id': 4862, 'name': 'alien life-form'}, {'id': 5331, 'name': 'village'}, {'id': 9535, 'name': 'bewusstlosigkeit'}, {'id': 9951, 'name': 'alien'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 161891, 'name': 'doppelganger'}]"
328,11381,[]
329,32636,"[{'id': 10183, 'name': 'independent film'}, {'id': 191826, 'name': 'chekhov'}]"
330,36141,"[{'id': 9807, 'name': 'noir'}, {'id': 10183, 'name': 'independent film'}, {'id': 14828, 'name': 'city'}]"
331,95963,"[{'id': 2956, 'name': 'vietnam'}, {'id': 10787, 'name': 'jungle'}, {'id': 11243, 'name': 'black american'}]"
332,1587,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 2029, 'name': 'iowa'}, {'id': 4129, 'name': 'widow'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}]"
333,9271,"[{'id': 310, 'name': 'artificial intelligence'}, {'id': 803, 'name': 'android'}, {'id': 3249, 'name': 'hologram'}, {'id': 4286, 'name': 'computer program'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9819, 'name': 'visual effect'}, {'id': 177258, 'name': 'police training'}]"
334,2064,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 520, 'name': 'chicago'}, {'id': 732, 'name': 'coma'}, {'id': 1552, 'name': 'subway'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 5301, 'name': 'brother'}, {'id': 5989, 'name': ""man of one's dreams""}, {'id': 11612, 'name': 'hospital'}]"
335,19855,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 6733, 'name': 'bullying'}, {'id': 208349, 'name': 'child'}]"
